Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2003,10,7,2,1421,1425,1510,1520,MQ,4573,N721MQ,49,55,34,-10,-4,BOS,ISP,153,3,12,0,,0,0,0,0,0,0
2003,11,1,6,725,725,905,920,DH,7625,N698BR,160,175,139,-15,0,PWM,ORD,900,16,5,0,,0,0,0,0,0,0
2003,1,22,3,1349,1349,1600,1603,FL,352,N942AT,131,134,102,-3,0,ATL,LGA,761,15,14,0,NA,0,NA,NA,NA,NA,NA
2003,2,27,4,1138,1100,1444,1417,DL,2322,N379DL,186,197,158,27,38,FLL,BOS,1237,6,22,0,NA,0,NA,NA,NA,NA,NA
2003,8,12,2,1351,1355,1534,1539,XE,2579,N14543,103,104,72,-5,-4,CMH,EWR,462,9,22,0,,0,0,0,0,0,0
2003,6,5,4,2225,2045,2349,2213,XE,2655,N18982,84,88,64,96,100,IAH,MAF,429,5,15,0,,0,0,5,0,0,91
2003,2,2,7,1349,1400,1654,1702,NW,1046,N9343,125,122,105,-8,-11,BIL,MSP,748,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,2,6,4,1604,1605,1811,1824,UA,1614,N341UA,67,79,49,-13,-1,ORD,DTW,235,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,9,27,6,1040,1045,1330,1331,OO,6841,N959SW,105,106,347,-1,0,DEN,FAR,627,6,15,0,,0,0,0,0,0,0
2003,11,9,7,1409,1350,2123,2116,US,10,N168UW,254,266,229,7,19,LAX,PIT,2136,10,15,0,,0,0,0,0,0,0
2003,7,15,2,1209,1215,1442,1443,XE,2236,N13964,93,88,79,-1,-6,BNA,CLE,448,4,10,0,,0,0,0,0,0,0
2003,2,18,2,NA,800,NA,1118,AA,33,,NA,378,NA,NA,NA,JFK,LAX,2475,0,0,1,NA,0,NA,NA,NA,NA,NA
2003,7,23,3,719,723,1052,1059,NW,1212,N332NB,153,156,129,-7,-4,MSP,BDL,1050,4,20,0,,0,0,0,0,0,0
2003,12,13,6,752,745,1032,1028,DL,2518,N6713Y,160,163,139,4,7,MCO,BOS,1121,4,17,0,,0,0,0,0,0,0
2003,11,26,3,1650,1650,1713,1710,XE,2151,N17928,83,80,64,3,0,CLE,MSN,402,2,17,0,,0,0,0,0,0,0
2003,6,23,1,604,600,808,810,DH,6247,N411FJ,64,70,44,-2,4,BNA,CVG,230,4,16,0,,0,0,0,0,0,0
2003,2,20,4,1240,1244,1349,1355,UA,1488,N337UA,69,71,56,-6,-4,BUR,SFO,326,6,7,0,NA,0,NA,NA,NA,NA,NA
2003,11,5,3,1408,1356,1928,1948,AA,2088,N3CMAA,200,232,178,-20,12,SNA,ORD,1726,10,12,0,,0,0,0,0,0,0
2003,12,29,1,1422,1425,1538,1548,XE,2159,N15555,76,83,54,-10,-3,DCA,CLE,310,8,14,0,,0,0,0,0,0,0
2003,2,1,6,1240,1235,1410,1403,EV,4780,N882AS,90,88,75,7,5,ATL,IND,432,9,6,0,NA,0,NA,NA,NA,NA,NA
2003,12,24,3,642,649,757,800,AA,2020,N2AKAA,75,71,45,-3,-7,RST,ORD,268,15,15,0,,0,0,0,0,0,0
2003,8,4,1,1923,1610,2055,1750,US,814,N592US,92,100,71,185,193,PIT,BOS,496,6,15,0,,0,185,0,0,0,0
2003,10,30,4,1213,1205,1305,1310,WN,513,N691,112,125,100,-5,8,PHX,SJC,621,4,8,0,,0,0,0,0,0,0
2003,12,16,2,2020,2020,2128,2131,OO,6992,N962SW,68,71,153,-3,0,LAX,SJC,308,3,11,0,,0,0,0,0,0,0
2003,2,15,6,1125,1129,1239,1239,NW,1669,N89S,74,70,52,0,-4,MSP,GFK,284,2,20,0,NA,0,NA,NA,NA,NA,NA
2003,7,3,4,1625,1605,1650,1645,WN,2306,N404,85,100,67,5,20,CLE,STL,487,8,10,0,,0,0,0,0,0,0
2003,12,28,7,1324,1329,1620,1630,AA,556,N2DBAA,116,121,100,-10,-5,MDW,LGA,725,4,12,0,,0,0,0,0,0,0
2003,12,18,4,925,930,1320,1332,NW,578,N315US,175,182,155,-12,-5,MSP,MCO,1310,7,13,0,,0,0,0,0,0,0
2003,4,21,1,1705,1715,1756,1820,DH,6134,N418FJ,51,65,34,-24,-10,BOS,BTV,181,3,14,0,NA,0,NA,NA,NA,NA,NA
2003,3,17,1,2117,2120,59,104,AA,458,N3ADAA,162,164,138,-5,-3,DFW,BWI,1217,5,19,0,NA,0,NA,NA,NA,NA,NA
2003,4,20,7,1803,1805,2026,2033,DL,2212,N611DL,83,88,58,-7,-2,MSY,ATL,425,9,16,0,NA,0,NA,NA,NA,NA,NA
2003,12,3,3,1212,1205,1412,1419,DH,7743,N649BR,120,134,97,-7,7,ORD,OKC,693,4,19,0,,0,0,0,0,0,0
2003,4,9,3,723,728,1041,1055,AA,3056,N4XWAA,138,147,122,-14,-5,STL,EWR,872,7,9,0,NA,0,NA,NA,NA,NA,NA
2003,5,25,7,1426,1425,1613,1618,DL,709,N175DZ,107,113,87,-5,1,RSW,ATL,515,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,2,20,4,705,705,748,805,WN,1742,N789,103,120,80,-17,0,SLC,OAK,588,3,20,0,NA,0,NA,NA,NA,NA,NA
2003,6,29,7,1237,1237,1416,1411,NW,1407,N612NW,99,94,74,5,0,IAD,DTW,383,4,21,0,,0,0,0,0,0,0
2003,12,13,6,1200,1055,1245,1200,OO,9524,N58733,45,65,33,45,65,ACT,IAH,159,5,7,0,,0,45,0,0,0,0
2003,8,12,2,1426,1425,1607,1558,DL,398,N154DL,101,93,80,9,1,TPA,ATL,406,10,11,0,,0,0,0,0,0,0
2003,8,25,1,930,934,1204,1209,MQ,4353,N842MQ,94,95,67,-5,-4,ORD,CHA,501,4,23,0,,0,0,0,0,0,0
2003,5,7,3,755,755,1001,1005,B6,121,N553JB,186,190,100,-4,0,JFK,MSY,1182,3,23,0,NA,0,NA,NA,NA,NA,NA
2003,10,26,7,842,845,913,916,OO,6253,N232SW,28,31,20,-3,0,LAX,SNA,36,3,8,0,,0,0,0,0,0,0
2003,5,30,5,2050,2058,2131,2153,MQ,3775,N830MQ,41,55,28,-22,-8,DFW,ABI,158,2,11,0,NA,0,NA,NA,NA,NA,NA
2003,4,29,2,2119,2121,2256,2303,AA,1848,N2BPAA,97,102,83,-7,-2,DFW,BHM,597,2,12,0,NA,0,NA,NA,NA,NA,NA
2003,6,10,2,1657,1703,1901,1913,AA,1158,N253AA,124,130,103,-12,-6,DFW,IND,762,8,13,0,,0,0,0,0,0,0
2003,1,29,3,1900,1900,2124,2107,EV,4405,N875AS,144,127,109,17,0,GRR,ATL,640,11,24,0,NA,0,NA,NA,NA,NA,NA
2003,5,7,3,823,820,953,930,XE,2761,N12540,90,70,43,23,3,EWR,MHT,209,9,38,0,NA,0,NA,NA,NA,NA,NA
2003,4,7,1,915,919,1133,1133,AA,3021,N4UFAA,258,254,227,0,-4,STL,SAN,1558,2,29,0,NA,0,NA,NA,NA,NA,NA
2003,9,7,7,1434,1440,1518,1544,DH,7873,N681BR,44,64,28,-26,-6,PHL,IAD,134,4,11,0,,0,0,0,0,0,0
2003,7,12,6,1953,1910,2041,2005,WN,1231,N361,48,55,37,36,43,ABQ,ELP,223,2,9,0,,0,0,0,0,0,36
2003,7,13,7,1951,1917,2237,2207,AA,1988,N2BAAA,106,110,85,30,34,ORD,DCA,612,5,16,0,,0,7,0,0,0,23
2003,10,20,1,943,949,1058,1111,MQ,3405,N330MQ,75,82,54,-13,-6,DFW,SJT,228,3,18,0,,0,0,0,0,0,0
2003,4,3,4,1408,1410,1715,1650,US,1276,N404US,187,160,157,25,-2,RSW,PHL,992,17,13,0,NA,0,NA,NA,NA,NA,NA
2003,11,7,5,939,940,1154,1201,HP,743,N628AW,75,81,53,-7,-1,SNA,PHX,338,11,11,0,,0,0,0,0,0,0
2003,5,1,4,555,600,652,651,AS,30,N741AS,57,51,44,1,-5,ANC,ADQ,252,4,9,0,NA,0,NA,NA,NA,NA,NA
2003,2,20,4,1550,1550,1651,1704,UA,1480,N572UA,61,74,47,-13,0,DSM,ORD,299,3,11,0,NA,0,NA,NA,NA,NA,NA
2003,11,20,4,900,905,1046,1100,NW,1221,N349NW,106,115,85,-14,-5,BDL,DTW,548,7,14,0,,0,0,0,0,0,0
2003,12,30,2,2015,2015,2125,2125,WN,541,N708,70,70,60,0,0,SMF,ONT,389,5,5,0,,0,0,0,0,0,0
2003,6,21,6,1318,1310,1457,1456,DL,841,N651DL,99,106,79,1,8,ORF,ATL,516,9,11,0,,0,0,0,0,0,0
2003,10,10,5,838,840,1629,1625,AA,76,N388AA,291,285,272,4,-2,LAX,IAD,2288,6,13,0,,0,0,0,0,0,0
2003,5,19,1,1052,1100,1149,1150,MQ,3218,N341MQ,57,50,29,-1,-8,SAN,LAX,109,6,22,0,NA,0,NA,NA,NA,NA,NA
2003,6,17,2,1948,1820,2134,1944,MQ,3967,N390MQ,106,84,85,110,88,DFW,LRD,394,4,17,0,,0,88,0,22,0,0
2003,3,9,7,1428,1434,1619,1621,MQ,4012,N814MQ,111,107,83,-2,-6,ORD,XNA,522,10,18,0,NA,0,NA,NA,NA,NA,NA
2003,3,7,5,1929,1910,2042,2028,AS,146,N741AS,73,78,63,14,19,BRW,FAI,503,4,6,0,NA,0,NA,NA,NA,NA,NA
2003,1,27,1,1439,1449,1603,1559,NW,1705,N8911E,84,70,52,4,-10,GRB,MSP,252,7,25,0,NA,0,NA,NA,NA,NA,NA
2003,7,21,1,1638,1640,2015,2025,DH,7918,N680BR,157,165,134,-10,-2,MSY,IAD,954,7,16,0,,0,0,0,0,0,0
2003,5,10,6,1408,1410,1547,1556,DL,1730,N963DL,99,106,79,-9,-2,ATL,BWI,576,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,3,1,6,1213,1205,1445,1443,AA,2391,N5CPAA,272,278,254,2,8,LGA,EGE,1739,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,5,29,4,1355,1359,1510,1529,XE,2127,N27523,75,90,62,-19,-4,HPN,CLE,425,6,7,0,NA,0,NA,NA,NA,NA,NA
2003,12,30,2,2251,2212,34,10,NW,456,N984US,103,118,92,24,39,MSP,MEM,700,4,7,0,,0,24,0,0,0,0
2003,3,17,1,630,630,749,750,WN,402,N309,79,80,67,-1,0,HOU,TUL,453,2,10,0,NA,0,NA,NA,NA,NA,NA
2003,8,28,4,1853,1813,2152,2103,MQ,4056,N631MQ,119,110,78,49,40,ORD,SYR,607,4,37,0,,0,36,0,9,0,4
2003,7,2,3,822,826,936,1000,DH,7200,N672BR,74,94,58,-24,-4,IAD,DTW,383,5,10,0,,0,0,0,0,0,0
2003,4,9,3,1654,1700,1824,1823,NW,142,N984US,90,83,58,1,-6,MSP,ORD,334,6,26,0,NA,0,NA,NA,NA,NA,NA
2003,7,25,5,700,700,1008,957,UA,636,N849UA,128,117,90,11,0,ORD,EWR,719,14,24,0,,0,0,0,0,0,0
2003,4,2,3,630,630,718,730,WN,2910,N364,108,120,96,-12,0,PHX,SMF,647,2,10,0,NA,0,NA,NA,NA,NA,NA
2003,6,7,6,1023,1028,1211,1219,NW,1980,N779NC,108,111,88,-8,-5,DTW,MYR,636,4,16,0,,0,0,0,0,0,0
2003,7,19,6,1725,1727,1830,1833,MQ,3772,N825MQ,65,66,46,-3,-2,AMA,DFW,313,10,9,0,,0,0,0,0,0,0
2003,7,3,4,1026,1024,1126,1133,HP,756,N902AW,60,69,41,-7,2,PHX,LAS,256,3,16,0,,0,0,0,0,0,0
2003,9,26,5,1104,1050,1220,1205,WN,682,N792,76,75,61,15,14,LAS,SJC,386,1,14,0,,0,2,0,1,0,12
2003,11,18,2,924,930,1009,1020,MQ,3038,N339MQ,45,50,30,-11,-6,SBA,LAX,89,9,6,0,,0,0,0,0,0,0
2003,12,27,6,1608,1605,1649,1649,OO,6298,N250YV,41,44,28,0,3,LAX,BFL,109,4,9,0,,0,0,0,0,0,0
2003,7,6,7,2244,2120,2344,2210,WN,1722,N380,120,110,96,94,84,BWI,MDW,611,15,9,0,,0,0,59,10,0,25
2003,9,3,3,1348,1350,1457,1505,OO,6743,N938SW,67,75,155,-8,0,MFR,SFO,329,3,10,0,,0,0,0,0,0,0
2003,5,3,6,937,940,1143,1135,DL,1041,N907DA,246,235,212,8,-3,DFW,SFO,1464,8,26,0,NA,0,NA,NA,NA,NA,NA
2003,12,19,5,2216,2220,541,543,NW,346,N519US,265,263,239,-2,-4,SFO,DTW,2079,6,20,0,,0,0,0,0,0,0
2003,4,1,2,1104,1105,1218,1224,MQ,3398,N828MQ,74,79,52,-6,-1,SJC,LAX,308,9,13,0,NA,0,NA,NA,NA,NA,NA
2003,6,20,5,1820,1825,1917,1922,US,823,N437US,57,57,45,-5,-5,BUF,PIT,186,4,8,0,,0,0,0,0,0,0
2003,10,13,1,1555,1555,1828,1825,WN,115,N367,273,270,250,3,0,BNA,LAX,1797,4,19,0,,0,0,0,0,0,0
2003,9,4,4,1520,1523,1635,1631,NW,263,N347NW,255,248,239,4,-3,DTW,PHX,1671,6,10,0,,0,0,0,0,0,0
2003,2,1,6,1432,1400,1538,1515,OO,6463,N301YV,66,75,149,23,32,ACV,SFO,250,6,10,0,NA,0,NA,NA,NA,NA,NA
2003,9,16,2,1108,1115,1346,1357,AA,671,N5CKAA,158,162,134,-11,-7,MIA,STT,1107,3,21,0,,0,0,0,0,0,0
2003,5,21,3,1745,1745,2035,2035,WN,1814,N779,110,110,100,0,0,MSY,FLL,673,5,5,0,NA,0,NA,NA,NA,NA,NA
2003,8,20,3,1155,1200,1241,1245,NW,1561,N759NW,46,45,24,-4,-5,DTW,MBS,98,4,18,0,,0,0,0,0,0,0
2003,2,15,6,848,850,1100,1054,XE,2204,N15926,132,124,101,6,-2,EWR,CHS,628,14,17,0,NA,0,NA,NA,NA,NA,NA
2003,11,1,6,1830,1830,1850,1850,WN,935,N407,80,80,65,0,0,PHX,LAX,370,5,10,0,,0,0,0,0,0,0
2003,4,16,3,1835,1835,1926,1930,WN,46,N95,51,55,40,-4,0,DAL,TUL,237,2,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,6,1,746,745,1108,1100,DL,2306,N373DL,202,195,162,8,1,FLL,BOS,1237,9,31,0,NA,0,NA,NA,NA,NA,NA
2003,3,31,1,1654,1700,1950,2002,AA,1999,N5EAAA,176,182,151,-12,-6,EWR,MIA,1086,5,20,0,NA,0,NA,NA,NA,NA,NA
2003,12,24,3,1400,1401,1543,1520,NW,1890,N9340,103,79,66,23,-1,DTW,MDT,370,4,33,0,,0,0,0,23,0,0
2003,9,19,5,1707,1710,1810,1824,DH,7973,N328UE,63,74,54,-14,-3,IAD,CRW,227,5,4,0,,0,0,0,0,0,0
2003,10,26,7,656,705,1421,1434,DL,207,N663DN,265,269,245,-13,-9,SEA,ATL,2182,8,12,0,,0,0,0,0,0,0
2003,5,17,6,1854,1858,1955,2001,MQ,4267,N825MQ,61,63,45,-6,-4,ORD,EVV,273,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,8,4,1,605,600,726,717,US,1155,N356US,81,77,64,9,5,BWI,CLT,361,6,11,0,,0,0,0,0,0,0
2003,1,27,1,1449,1450,1507,1512,DL,1609,N912DL,78,82,46,-5,-1,CVG,ORD,264,17,15,0,NA,0,NA,NA,NA,NA,NA
2003,2,24,1,1525,1525,1752,1800,WN,2233,N104,87,95,73,-8,0,MSY,MCO,550,9,5,0,NA,0,NA,NA,NA,NA,NA
2003,8,8,5,NA,1120,NA,1252,US,1543,0,NA,92,NA,NA,NA,MCO,CLT,468,0,0,1,A,0,0,0,0,0,0
2003,2,2,7,750,750,1106,1118,EV,4496,N838AS,136,148,115,-12,0,DFW,CHS,987,4,17,0,NA,0,NA,NA,NA,NA,NA
2003,4,15,2,1754,1757,2022,2041,AS,503,N623AS,148,164,133,-19,-3,SNA,SEA,978,7,8,0,NA,0,NA,NA,NA,NA,NA
2003,6,30,1,1410,1400,2137,2129,US,116,N163UW,267,269,242,8,10,SEA,PIT,2125,10,15,0,,0,0,0,0,0,0
2003,4,13,7,2035,2015,2124,2101,OO,3750,N441SW,49,46,35,23,20,IDA,SLC,188,4,10,0,NA,0,NA,NA,NA,NA,NA
2003,6,11,3,1203,1130,1317,1250,WN,1965,N366,74,80,63,27,33,MDW,MCI,405,2,9,0,,0,0,0,0,0,27
2003,3,4,2,1546,1544,1905,1913,HP,594,N173AW,139,149,118,-8,2,PHX,MCI,1044,8,13,0,NA,0,NA,NA,NA,NA,NA
2003,8,23,6,1610,1555,1720,1704,OO,6951,N926SW,70,69,146,16,15,LAX,SJC,308,5,18,0,,0,16,0,0,0,0
2003,6,14,6,1624,1620,1846,1820,DL,154,N192DN,142,120,96,26,4,CVG,JFK,589,21,25,0,,0,0,0,26,0,0
2003,9,27,6,2016,2020,2210,2209,US,374,N573US,174,169,155,1,-4,CLT,MSP,930,5,14,0,,0,0,0,0,0,0
2003,9,26,5,1339,1345,2137,2147,AA,254,N390AA,298,302,275,-10,-6,OGG,LAX,2486,13,10,0,,0,0,0,0,0,0
2003,11,23,7,2105,2105,2217,2225,WN,798,N757,72,80,61,-8,0,SNA,OAK,371,4,7,0,,0,0,0,0,0,0
2003,3,8,6,705,705,1004,1000,B6,17,N528JB,179,175,148,4,0,JFK,FLL,1069,3,28,0,NA,0,NA,NA,NA,NA,NA
2003,4,24,4,1938,1944,2026,2047,AA,1461,N2BJAA,108,123,92,-21,-6,DCA,ORD,612,6,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1157,1200,1326,1327,UA,679,N482UA,149,147,127,-1,-3,LGA,ORD,733,4,18,0,NA,0,NA,NA,NA,NA,NA
2003,2,3,1,932,940,1152,1200,US,394,N405US,140,140,119,-8,-8,PIT,TPA,873,3,18,0,NA,0,NA,NA,NA,NA,NA
2003,3,3,1,2114,1857,6,2127,AA,873,N3BGAA,292,270,258,159,137,ORD,LAX,1745,14,20,0,NA,0,NA,NA,NA,NA,NA
2003,5,24,6,1139,1140,1243,1259,NW,103,N548US,184,199,163,-16,-1,MSP,PHX,1276,5,16,0,NA,0,NA,NA,NA,NA,NA
2003,5,12,1,1113,1048,1323,1309,AA,1475,N3DJAA,250,261,233,14,25,ORD,SNA,1726,3,14,0,NA,0,NA,NA,NA,NA,NA
2003,4,19,6,1337,1345,1446,1505,MQ,4540,N727MQ,69,80,61,-19,-8,RDU,CMH,361,2,6,0,NA,0,NA,NA,NA,NA,NA
2003,6,10,2,1637,1640,1740,1738,DL,217,N606DL,243,238,217,2,-3,CVG,LAS,1678,9,17,0,,0,0,0,0,0,0
2003,7,8,2,1048,1040,1219,1215,MQ,4507,N721MQ,91,95,75,4,8,BOS,RIC,474,5,11,0,,0,0,0,0,0,0
2003,9,24,3,1216,1221,1727,1750,UA,456,N471UA,191,209,177,-23,-5,DEN,PHL,1557,4,10,0,,0,0,0,0,0,0
2003,9,14,7,1211,1101,1452,1356,OO,6781,N913SW,101,115,185,56,70,DEN,CID,692,5,10,0,,0,56,0,0,0,0
2003,5,17,6,1250,1250,1445,1435,EV,4748,N855AS,175,165,148,10,0,SAV,DFW,925,15,12,0,NA,0,NA,NA,NA,NA,NA
2003,6,11,3,1443,1447,1555,1554,MQ,3276,N341MQ,72,67,54,1,-4,FAT,LAX,209,5,13,0,,0,0,0,0,0,0
2003,9,23,2,2125,2110,2231,2217,HP,198,N605AW,66,67,51,14,15,SAN,LAS,258,4,11,0,,0,0,0,0,0,0
2003,12,10,3,803,800,910,903,UA,605,N431UA,127,123,95,7,3,DCA,ORD,612,4,28,0,,0,0,0,0,0,0
2003,1,9,4,904,909,1010,1007,NW,1675,N623NW,126,118,81,3,-5,DTW,STL,440,26,19,0,NA,0,NA,NA,NA,NA,NA
2003,7,17,4,2157,2200,2309,2312,DL,932,N916DE,72,72,50,-3,-3,ATL,GSO,306,6,16,0,,0,0,0,0,0,0
2003,11,23,7,816,820,1001,1005,DL,1945,N915DN,165,165,143,-4,-4,DFW,SLC,988,6,16,0,,0,0,0,0,0,0
2003,11,30,7,2015,2015,2105,2105,WN,1511,N628,110,110,95,0,0,MCO,BNA,616,5,10,0,,0,0,0,0,0,0
2003,9,6,6,606,610,813,817,AS,344,N961AS,127,127,102,-4,-4,SEA,SJC,697,5,20,0,,0,0,0,0,0,0
2003,4,21,1,1215,1219,1340,1310,MQ,4255,N654MQ,85,51,35,30,-4,GRB,ORD,174,9,41,0,NA,0,NA,NA,NA,NA,NA
2003,5,6,2,1026,1038,1044,1057,AS,65,N746AS,18,19,9,-13,-12,WRG,PSG,31,2,7,0,NA,0,NA,NA,NA,NA,NA
2003,2,4,2,1127,1131,1325,1345,NW,361,N524US,238,254,216,-20,-4,MSP,SFO,1589,5,17,0,NA,0,NA,NA,NA,NA,NA
2003,11,25,2,2028,2033,2047,2052,HP,656,N832AW,79,79,53,-5,-5,PHX,SNA,338,4,22,0,,0,0,0,0,0,0
2003,5,5,1,1555,1555,1700,1700,WN,77,N653,65,65,55,0,0,BUF,BWI,281,3,7,0,NA,0,NA,NA,NA,NA,NA
2003,5,7,3,1528,1525,1746,1755,MQ,4057,N637MQ,78,90,63,-9,3,ORD,BUF,473,3,12,0,NA,0,NA,NA,NA,NA,NA
2003,7,14,1,630,630,720,725,WN,72,N722,50,55,40,-5,0,IAH,DAL,217,2,8,0,,0,0,0,0,0,0
2003,11,19,3,827,828,945,955,DH,7834,N311UE,78,87,55,-10,-1,IAD,ROC,289,5,18,0,,0,0,0,0,0,0
2003,7,1,2,911,910,1106,1122,CO,1563,N32404,235,252,220,-16,1,IAH,PDX,1825,4,11,0,,0,0,0,0,0,0
2003,8,4,1,1040,1040,1210,1210,WN,447,N678,150,150,134,0,0,TPA,MDW,997,4,12,0,,0,0,0,0,0,0
2003,5,20,2,927,927,1006,1015,UA,1451,N831UA,99,108,83,-9,0,SLC,SFO,599,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,3,27,4,1335,1347,1551,1553,AS,589,N645AS,136,126,111,-2,-12,SFO,SEA,679,6,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,20,1,1011,1015,1248,1239,UA,532,N306UA,157,144,142,9,-4,MSY,ORD,837,5,10,0,NA,0,NA,NA,NA,NA,NA
2003,8,4,1,1015,936,1119,1046,AA,449,N550AA,64,70,44,33,39,ORD,STL,258,4,16,0,,0,0,32,0,0,1
2003,5,20,2,643,652,900,912,AA,594,N2AEAA,137,140,112,-12,-9,DFW,MSP,852,10,15,0,NA,0,NA,NA,NA,NA,NA
2003,5,17,6,1744,1745,1920,1932,US,495,N573US,96,107,79,-12,-1,CLT,LGA,544,4,13,0,NA,0,NA,NA,NA,NA,NA
2003,6,25,3,1832,1840,2030,2021,AA,799,N207AA,178,161,149,9,-8,BDL,STL,957,21,8,0,,0,0,0,0,0,0
2003,1,4,6,1434,1444,1537,1556,MQ,3812,N506MQ,63,72,43,-19,-10,HOU,DFW,247,10,10,0,NA,0,NA,NA,NA,NA,NA
2003,3,10,1,1158,1158,1338,1350,HP,706,N168AW,100,112,79,-12,0,COS,PHX,551,6,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,15,3,656,700,NA,826,AA,1563,N5EDAA,NA,86,NA,NA,-4,SJC,SNA,342,878,10,0,NA,1,NA,NA,NA,NA,NA
2003,11,12,3,1636,1625,1937,1932,XE,2567,N15985,121,127,97,5,11,ABQ,IAH,744,15,9,0,,0,0,0,0,0,0
2003,6,6,5,1109,905,1352,1152,UA,434,N474UA,103,107,85,120,124,ORD,BWI,622,3,15,0,,0,120,0,0,0,0
2003,11,5,3,1527,1510,1652,1645,MQ,4589,N712MQ,85,95,71,7,17,EWR,RDU,416,3,11,0,,0,0,0,0,0,0
2003,1,19,7,1709,1710,2006,2008,UA,195,N828UA,357,358,341,-2,-1,IAD,SJC,2400,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,9,1,1,1602,1610,1657,1715,NW,620,N8908E,55,65,36,-18,-8,FAR,MSP,223,12,7,0,,0,0,0,0,0,0
2003,8,3,7,1729,1731,1856,1843,AA,2892,N4WTTW,87,72,59,13,-2,LIT,STL,296,12,16,0,,0,0,0,0,0,0
2003,11,13,4,1847,1745,2121,2046,CO,784,N76265,334,361,309,35,62,EWR,PDX,2433,5,20,0,,0,0,7,0,0,28
2003,1,9,4,1728,1730,1825,1835,EV,4325,N901EV,57,65,39,-10,-2,ATL,BQK,238,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,12,16,2,1642,1640,2023,2038,DL,1180,N2310,161,178,148,-15,2,SLC,IAH,1195,7,6,0,,0,0,0,0,0,0
2003,12,17,3,620,625,752,813,XE,3210,N16520,152,168,125,-21,-5,AVL,IAH,834,12,15,0,,0,0,0,0,0,0
2003,1,7,2,1038,1045,1239,1303,US,473,N745UW,121,138,96,-24,-7,BOS,CLT,728,5,20,0,NA,0,NA,NA,NA,NA,NA
2003,4,11,5,2119,2120,2352,2353,UA,218,N459UA,153,153,129,-1,-1,IAD,MIA,921,7,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,24,5,2001,2000,2145,2144,US,854,N342US,104,104,82,1,1,CLT,DTW,500,9,13,0,NA,0,NA,NA,NA,NA,NA
2003,9,5,5,2159,2205,2256,2257,DL,1195,N305WA,117,112,90,-1,-6,SLC,SJC,585,8,19,0,,0,0,0,0,0,0
2003,7,17,4,841,850,1047,1101,NW,215,N503US,126,131,91,-14,-9,BOS,DTW,632,8,27,0,,0,0,0,0,0,0
2003,5,26,1,1751,1745,1912,1836,US,404,N585US,81,51,28,36,6,PHL,BWI,90,9,44,0,NA,0,NA,NA,NA,NA,NA
2003,3,20,4,2019,2015,2147,2145,DL,598,N663DN,88,90,65,2,4,ATL,CMH,446,4,19,0,NA,0,NA,NA,NA,NA,NA
2003,6,4,3,1057,1057,1354,1358,UA,1558,N454UA,117,121,103,-4,0,DEN,SAT,794,4,10,0,,0,0,0,0,0,0
2003,3,13,4,1857,1900,1936,1958,NW,1730,N9342,99,118,85,-22,-3,DTW,BHM,625,3,11,0,NA,0,NA,NA,NA,NA,NA
2003,2,20,4,805,805,937,935,WN,720,N309,92,90,70,2,0,LAS,OAK,407,3,19,0,NA,0,NA,NA,NA,NA,NA
2003,11,20,4,730,730,851,907,DL,2247,N937DL,81,97,65,-16,0,DAY,ATL,432,6,10,0,,0,0,0,0,0,0
2003,9,8,1,1829,1800,2213,2118,CO,1174,N23661,164,138,105,55,29,ORD,EWR,719,8,51,0,,0,0,0,55,0,0
2003,9,21,7,2047,2045,2143,2136,DL,1563,N943DL,176,171,150,7,2,CVG,DEN,1069,9,17,0,,0,0,0,0,0,0
2003,10,22,3,1721,1720,1743,1743,DL,2036,N917DE,82,83,49,0,1,ATL,JAN,341,3,30,0,,0,0,0,0,0,0
2003,8,27,3,2149,2120,2245,2220,WN,1510,N86,56,60,45,25,29,MSY,HOU,303,2,9,0,,0,0,0,0,0,25
2003,12,30,2,1633,1635,1743,1751,OO,3961,N409SW,68,76,152,-8,0,SLC,BZN,347,5,12,0,,0,0,0,0,0,0
2003,3,3,1,746,755,1130,1129,UA,756,N842UA,164,154,136,1,-9,SEA,DEN,1024,17,11,0,NA,0,NA,NA,NA,NA,NA
2003,5,9,5,1849,1830,2138,2113,AA,1329,N542AA,169,163,131,25,19,LGA,MCO,950,5,33,0,NA,0,NA,NA,NA,NA,NA
